output_path,output_size,output_entropy,output_sha256,input_size,size_delta,timestamp
/tmp/fuzzed_images/seed_perm01_001.png,13542,7.9779,a7987f0adf072bd333038098098dfcb14886c75ee32e3f9511383d72b765ebbc,,,2026-03-04 12:10:34
/tmp/fuzzed_images/seed_perm03_002.png,53903,7.9925,e40ddce34597c0968ad855120f7a16320e1da5287ffb94edf451c1a872aef102,,,2026-03-04 12:10:37
/tmp/fuzzed_images/seed_perm04_003.png,215684,7.9954,7663b21232dc948ef0a55e7867883979d15c08da24cae52f9c57bd4272247e8b,,,2026-03-04 12:10:38
/tmp/fuzzed_images/seed_perm06_004.png,66019,7.9939,76bbd93f0846dea7a2944dcb5f308b58959e09858ee201d1ad4a0fd2f59d5d9e,,,2026-03-04 12:10:38
/tmp/fuzzed_images/seed_perm07_005.png,65833,7.9939,1340c42951b3b1221f5e5238ab2cfe8f0ca0186b5ca27e95b24e715ae44eb3d7,,,2026-03-04 12:10:38
/tmp/fuzzed_images/seed_perm08_006.png,3509,7.9156,d8fee0a4d91c65c200ecbc2dec1a2d0e720b90528d6d741dd0df255fa0d6d31a,,,2026-03-04 12:10:38
/tmp/fuzzed_images/seed_perm09_007.png,861563,7.9954,661122d1e1c7b74ffbd4b545f33bb805249f107cace41f326b7bf0733c6c41eb,,,2026-03-04 12:11:09
/tmp/fuzzed_images/seed_perm10_008.png,31695,7.9902,8015d4637d010f9000b707d8f9482989c89c5748057a73153badd327ba2e9d33,,,2026-03-04 12:11:10
/tmp/fuzzed_images/seed_perm11_009.png,84212,7.9945,c4f3aa0152c239ab71863f5cf93c7a069dccb1d01fa95a7281f659e65da58021,,,2026-03-04 12:11:11
/tmp/fuzzed_images/seed_perm12_010.png,30257,7.9899,6552b812a78ba55ca902f3b48b07cba17096da48d09d8f5da77113448d412ee7,,,2026-03-04 12:11:11
/tmp/fuzzed_images/seed_perm01_011.png,1078,7.6562,116dcf37d2c6e2a133eac12d46277589ed4c448ae9b85497d626897e2bad057d,,,2026-03-04 12:11:11
/tmp/fuzzed_images/seed_perm05_012.png,2102,7.8449,b821e2b913be57d726fae6e527921f1a51fde6ddb2e72062b6f4e7108f83a4cb,,,2026-03-04 12:11:11
/tmp/fuzzed_images/seed_perm02_013.png,1904,7.8364,fd1e4c309c1b7d6f2496d3219e4bcec5f8959acb1c3adb4d3641f9f74fdba7b8,,,2026-03-04 12:11:12
/tmp/fuzzed_images/seed_perm04_014.png,1865,7.8129,95695ce2c519f05a58aeb8db7218a102b7d315e2d2ca92c776d4efb2ea44284f,,,2026-03-04 12:11:12
/tmp/fuzzed_images/seed_perm13_015.png,7672,7.9639,5e39e4eaaaeb0dfb91a65b783c90b74868c3deee3dc491eeb9d7e0328d5cce7e,,,2026-03-04 12:11:12
/tmp/fuzzed_images/seed_perm14_016.png,6826,7.9610,34da676bdbae73f84930b90b08c625a1cf5cf10497bd5856b4c16b5faf5ff93c,,,2026-03-04 12:11:12
/tmp/fuzzed_images/seed_perm15_017.png,6827,7.9655,ef14cdeb7e3794f275a939e25d70b35dc3e36002ced4a524f9c9820197ff67b9,,,2026-03-04 12:11:12
