output_path,output_size,output_entropy,output_sha256,input_size,size_delta,timestamp
/tmp/fuzzed_images/seed_icc_perm02_AdobeRGB1998_013.png,2287,7.8357,6c472efc7bf848ecc5a2a424893f669ff14a37d5481cf30a858a100fc67c874e,1871,416,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_perm02_013.png,1871,7.8440,3c55abf71a12ddc7e0584fa550cf325e169d60423891a249cfb3b828267b4bf0,,,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_icc_perm04_Display P3_014.png,2370,7.8484,e8cb2ad80fcbad9e8150c7c886ec29822214da319a844068b51a55f4a96fc8d0,1863,507,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_perm04_014.png,1863,7.8142,9911c9584d2ac5e8a876a343aa3e62e017b6472a428552f9e872cb2b6102b32a,,,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_icc_perm13_DCI(P3) RGB_015.png,8421,7.9670,30e79e58dd6efff7a57a594febee47594826f06851f8507c82d1784f7d8529d8,7681,740,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_perm13_015.png,7681,7.9671,d750f40edb571f58c49c0a8143898cae6db25fb7fa4aa34589932f457a3d7344,,,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_icc_perm14_ACESCG Linear_016.png,7858,7.9667,b85d4c48a120f1f963df576a7f1dbe591bf7cbb26bfbc737ab168aecaea09eb1,6843,1015,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_perm14_016.png,6843,7.9599,933eb5ec5c9725a8eaf2562fda49f458406025a4849a820ac9d1f2a445c66eaf,,,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_icc_perm15_Generic CMYK Profile_017.png,6953,7.9640,3ec6fd6402049691856b0ea798c6d102a5e5d157338004387d01793704578eb9,6941,12,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_perm15_017.png,6941,7.9657,f9f87267d9df9fdbf729a40eaad0d2479dbe39f3be4cb048fce602b85c0104b4,,,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_icc_perm16_ITU-709_018.png,27438,7.9901,a8c3914b10277304afc77e4453323296a0866e64040621e041b1926db4f13652,27080,358,2026-05-11 07:20:17
/tmp/fuzzed_images/seed_perm16_018.png,27080,7.9874,55565f0c9283abb8609360fc549c24ee121a94653a512e4ae5236feec0293292,,,2026-05-11 07:20:18
/tmp/fuzzed_images/seed_icc_perm17_Generic RGB Profile_019.png,28335,7.9892,7f1213a7b84779935668e84fe7e16bcf0b3581487fbe31a3dcf9b076628d6d16,27160,1175,2026-05-11 07:20:18
/tmp/fuzzed_images/seed_perm17_019.png,27160,7.9880,4300c1b41c5bc319cab6aa83aa7813f20382a41d4f4f69838d66dac38a952505,,,2026-05-11 07:20:19
